date,product_id,price,competitor_price,quantity_sold,cost_per_unit,promotion_flag,is_weekend,channel,region,year,month,day_of_week,day_of_year,log_quantity,log_price,log_competitor_price,sin_doy,cos_doy,product_A,product_B
2021-01-18,A,97.74,89.0,10,60,1,0,Online,North,2021,1,0,18,2.312535423847214,4.582310891842009,4.48863636973214,0.30492122465628907,0.9523775757303974,1,0
2021-01-19,A,113.55,105.01,8,60,0,0,Store,West,2021,1,1,19,2.0918640616783932,4.732243268551567,4.654055583717902,0.3212696616923644,0.9469877530760753,1,0
2021-01-20,A,102.04,108.0,12,60,1,0,Store,South,2021,1,2,20,2.4932054526026954,4.625364893273611,4.68213122712422,0.3375228995941133,0.9413173175128471,1,0
2021-01-21,A,113.73,124.09,9,60,0,0,Store,East,2021,1,3,21,2.2082744135228043,4.733827218196353,4.821007108786528,0.3536761221763716,0.9353679493131483,1,0
2021-01-22,A,88.39,84.58,12,60,1,0,Online,East,2021,1,4,22,2.4932054526026954,4.481758841072857,4.437697832044343,0.3697245428906731,0.9291414114031743,1,0
2021-01-23,A,119.11,132.0,9,60,0,1,Online,North,2021,1,5,23,2.2082744135228043,4.78004743589281,4.882801922586371,0.38566340624360707,0.9226395488404876,1,0
2021-01-24,A,129.18,120.24,8,60,0,1,Online,West,2021,1,6,24,2.0918640616783932,4.861206780604327,4.789489745444719,0.401487989205973,0.9158642882672872,1,0
2021-01-25,A,128.29,123.04,9,60,1,0,Store,South,2021,1,0,25,2.2082744135228043,4.854293326261248,4.812509505757334,0.4171936026123168,0.9088176373395029,1,0
2021-01-26,A,116.3,104.02,11,60,1,0,Online,South,2021,1,1,26,2.4069451083182885,4.7561730595246186,4.644583188344926,0.4327755925504312,0.901501684131884,1,0
2021-01-27,A,90.11,84.13,13,60,1,0,Online,South,2021,1,2,27,2.5726122302071057,4.501031146246946,4.432363221562722,0.4482293417404106,0.893918596519257,1,0
2021-01-28,A,72.0,73.14,15,60,0,0,Online,West,2021,1,3,28,2.714694743820879,4.276666119016055,4.292375412721235,0.4635502709028509,0.886070621534138,1,0
2021-01-29,A,111.87,107.43,8,60,0,0,Store,East,2021,1,4,29,2.0918640616783932,4.717337482858839,4.676839472678451,0.47873384011578846,0.8779600847008882,1,0
2021-01-30,A,107.69,96.4,11,60,0,1,Store,East,2021,1,5,30,2.4069451083182885,4.679256729340789,4.5685062016165,0.4937755501599772,0.869589389346611,1,0
2021-01-31,A,125.6,107.38,9,60,0,1,Online,West,2021,1,6,31,2.2082744135228043,4.833102254034098,4.676373944994423,0.5086709438521044,0.8609610158889943,1,0
2021-02-01,A,106.42,117.2,7,60,0,0,Store,South,2021,2,0,32,1.9600947840472698,4.667393529168224,4.763881877142913,0.5234156073655503,0.8520775211013093,1,0
2021-02-02,A,112.2,122.88,8,60,0,0,Online,South,2021,2,1,33,2.0918640616783932,4.720282993088596,4.811208269399362,0.5380051715382996,0.8429415373547828,1,0
2021-02-03,A,115.01,104.27,9,60,0,0,Store,West,2021,2,2,34,2.2082744135228043,4.74501908110449,4.646983688801502,0.5524353131676196,0.8335557718385699,1,0
2021-02-04,A,109.26,95.63,10,60,0,0,Store,West,2021,2,3,35,2.312535423847214,4.693730362967572,4.560486578361451,0.5667017562911176,0.8239230057575542,1,0
2021-02-05,A,72.25,81.79,19,60,1,0,Online,South,2021,2,4,36,2.9496883350525844,4.2801323269925415,4.4041549867468825,0.5808002734538009,0.8140460935082178,1,0
2021-02-06,A,127.99,133.82,10,60,0,1,Store,North,2021,2,5,37,2.312535423847214,4.8519521358677,4.896495613354671,0.5947266869607634,0.8039279618328213,1,0
2021-02-07,A,80.05,76.84,14,60,0,1,Store,West,2021,2,6,38,2.6461747973841225,4.382651439442724,4.341725337900356,0.6084768701151261,0.7935716089521474,1,0
2021-02-08,A,86.99,83.53,12,60,0,0,Online,South,2021,2,0,39,2.4932054526026954,4.46579316951945,4.425205848767815,0.6220467484408675,0.7829801036770629,1,0
2021-02-09,A,99.83,111.99,11,60,0,0,Online,North,2021,2,1,40,2.4069451083182885,4.603468739348334,4.718409581594602,0.6354323008901774,0.7721565844991642,1,0
2021-02-10,A,96.03,87.25,13,60,0,0,Online,East,2021,2,2,41,2.5726122302071057,4.564660642649882,4.468777561082536,0.6486295610349814,0.7611042586607747,1,0
2021-02-11,A,99.83,93.22,13,60,1,0,Store,North,2021,2,3,42,2.5726122302071057,4.603468739348334,4.534962290944595,0.6616346182422783,0.7498264012045686,1,0
2021-02-12,A,98.14,111.88,15,60,1,0,Store,East,2021,2,4,43,2.714694743820879,4.586395030661757,4.717426868333759,0.6744436188329455,0.7383263540031065,1,0
2021-02-13,A,85.76,79.8,13,60,0,1,Online,South,2021,2,5,44,2.5726122302071057,4.451552697322492,4.379523504455763,0.6870527672236669,0.7266075247685656,1,0
2021-02-14,A,102.6,104.75,12,60,0,1,Store,South,2021,2,6,45,2.4932054526026954,4.630837932736669,4.6515765588022475,0.6994583270516471,0.7146733860429609,1,0
2021-02-15,A,80.41,75.48,12,60,0,0,Store,North,2021,2,0,46,2.4932054526026954,4.387138546560058,4.32386772050035,0.7116566222817746,0.702527474169157,1,0
2021-02-16,A,85.61,80.31,17,60,1,0,Store,North,2021,2,1,47,2.8390784635086144,4.449802098754394,4.38589414620037,0.7236440382959124,0.6901733882429719,1,0
2021-02-17,A,89.01,75.79,11,60,0,0,Online,West,2021,2,2,48,2.4069451083182885,4.48874872297084,4.327966357823938,0.7354170229639855,0.6776147890466889,1,0
2021-02-18,A,114.31,127.68,10,60,0,0,Online,South,2021,2,3,49,2.312535423847214,4.738914056037687,4.849527133701499,0.7469720876965552,0.6648553979642865,1,0
2021-02-19,A,128.34,121.73,8,60,0,0,Store,South,2021,2,4,50,2.0918640616783932,4.8546829923223696,4.801805477421505,0.7583058084785625,0.6518989958787126,1,0
2021-02-20,A,93.78,80.77,16,60,1,1,Online,West,2021,2,5,51,2.7788192719904172,4.5409516136614405,4.391605609454205,0.7694148268839378,0.6387494220515272,1,0
2021-02-21,A,114.5,106.65,13,60,1,1,Online,South,2021,2,6,52,2.5726122302071057,4.740574822994295,4.669552444917359,0.7802958510707755,0.6254105729852463,1,0
2021-02-22,A,100.68,101.91,10,60,0,0,Store,North,2021,2,0,53,2.312535423847214,4.611947170267115,4.6240900708406025,0.7909456567567772,0.6118864012687243,1,0
2021-02-23,A,98.39,96.43,10,60,0,0,Online,South,2021,2,1,54,2.312535423847214,4.588939172877674,4.568817356522293,0.8013610881746766,0.5981809144059164,1,0
2021-02-24,A,88.42,79.76,14,60,0,0,Online,South,2021,2,2,55,2.6461747973841225,4.482098188398097,4.379022125653583,0.8115390590073611,0.5842981736283683,1,0
2021-02-25,A,102.76,103.27,11,60,0,0,Online,North,2021,2,3,56,2.4069451083182885,4.632396172241683,4.637346917683312,0.8214765533024142,0.5702422926917871,1,0
2021-02-26,A,77.21,73.87,13,60,0,0,Online,South,2021,2,4,57,2.5726122302071057,4.3465289823207245,4.302306791540646,0.8311706263658079,0.5560174366570446,1,0
2021-02-27,A,110.49,105.39,12,60,0,1,Store,South,2021,2,5,58,2.4932054526026954,4.704925019125084,4.657667754945845,0.8406184056344782,0.5416278206559814,1,0
2021-02-28,A,123.15,106.35,12,60,0,1,Store,South,2021,2,6,59,2.4932054526026954,4.813403124566547,4.666735541646246,0.8498170915275278,0.5270777086423722,1,0
2021-03-01,A,147.81,155.96,8,60,0,0,Store,South,2021,3,0,60,2.0918640616783932,4.995927665223982,5.049599564114397,0.8587639582758029,0.5123714121284237,1,0
2021-03-02,A,101.05,114.39,11,60,0,0,Online,West,2021,3,1,61,2.4069451083182885,4.61561544384963,4.739613662537582,0.8674563547295968,0.49751328890718066,1,0
2021-03-03,A,103.4,113.35,11,60,0,0,Store,West,2021,3,2,62,2.4069451083182885,4.638604962074329,4.730480376953538,0.8758917051442429,0.48250774176121847,1,0
2021-03-04,A,92.7,87.67,15,60,1,0,Online,South,2021,3,3,63,2.714694743820879,4.529368472571809,4.473579765600494,0.8840675099433636,0.46735921715800227,1,0
2021-03-05,A,99.57,105.34,10,60,0,0,Store,West,2021,3,4,64,2.312535423847214,4.600860914399993,4.657193214055243,0.8919813464595485,0.45207220393230435,1,0
2021-03-06,A,112.19,104.86,12,60,0,1,Store,West,2021,3,5,65,2.4932054526026954,4.720193862556873,4.652626127144386,0.8996308696522433,0.43665123195606403,1,0
2021-03-07,A,124.16,110.29,11,60,0,1,Online,East,2021,3,6,66,2.4069451083182885,4.821571056434909,4.703113260318055,0.9070138128026359,0.4211008707960896,1,0
2021-03-08,A,123.29,132.71,9,60,0,0,Store,South,2021,3,0,67,2.2082744135228043,4.814539303880461,4.888166296449158,0.9141279881853337,0.40542572835999735,1,0
2021-03-09,A,72.0,67.63,15,60,0,0,Online,North,2021,3,1,68,2.714694743820879,4.276666119016055,4.214051671586849,0.9209712877166346,0.38963044953078796,1,0
2021-03-10,A,104.86,119.04,11,60,0,0,Store,North,2021,3,2,69,2.4069451083182885,4.652626127144386,4.779459571084781,0.9275416835791966,0.37371971479046906,1,0
2021-03-11,A,103.03,104.69,10,60,0,0,Store,West,2021,3,3,70,2.312535423847214,4.635020207956977,4.651003602331263,0.9338372288229252,0.35769823883312546,1,0
2021-03-12,A,89.51,90.84,13,60,0,0,Store,East,2021,3,4,71,2.5726122302071057,4.494350350882848,4.5090997172373575,0.9398560579418954,0.3415707691678556,1,0
2021-03-13,A,113.33,125.81,16,60,1,1,Online,West,2021,3,5,72,2.7788192719904172,4.730303916744857,4.83477283236304,0.9455963874271426,0.3253420847119801,1,0
2021-03-14,A,92.93,81.36,18,60,1,1,Online,North,2021,3,6,73,2.89591193827178,4.531846521569248,4.398883751740304,0.9510565162951535,0.30901699437494745,1,0
2021-03-15,A,95.24,106.89,13,60,0,0,Online,West,2021,3,0,74,2.5726122302071057,4.556400021618662,4.671800268285854,0.9562348265919056,0.29260033563334836,1,0
2021-03-16,A,72.0,80.78,19,60,0,0,Online,North,2021,3,1,75,2.9496883350525844,4.276666119016055,4.391729410135267,0.9611297838723007,0.27609697309746883,1,0
2021-03-17,A,121.66,130.45,8,60,0,0,Store,East,2021,3,2,76,2.0918640616783932,4.801230268892559,4.870990011582737,0.9657399376548549,0.2595117970697999,1,0
2021-03-18,A,107.79,122.74,13,60,0,0,Online,West,2021,3,3,77,2.5726122302071057,4.680184889793537,4.810068296960951,0.970063921851507,0.2428497220959356,1,0
2021-03-19,A,72.0,78.53,22,60,1,0,Online,East,2021,3,4,78,3.095577608523707,4.276666119016055,4.363480717386783,0.9741004551724205,0.22611568550828828,1,0
2021-03-20,A,101.04,115.99,15,60,0,1,Online,West,2021,3,5,79,2.714694743820879,4.6155164780422355,4.753503980493785,0.9778483415056568,0.20931464596304847,1,0
2021-03-21,A,89.47,102.78,14,60,0,1,Online,East,2021,3,6,80,2.6461747973841225,4.493903373559505,4.632590781564083,0.9813064702716093,0.19245158197082998,1,0
2021-03-22,A,132.85,123.97,8,60,0,0,Online,South,2021,3,0,81,2.0918640616783932,4.8892206722058225,4.8200396008500555,0.9844738167520922,0.1755314904214282,1,0
2021-03-23,A,88.65,84.93,12,60,0,0,Online,East,2021,3,1,82,2.4932054526026954,4.484696032520217,4.441827387791918,0.9873494423939864,0.15855938510313478,1,0
2021-03-24,A,72.0,78.78,17,60,0,0,Online,South,2021,3,2,83,2.8390784635086144,4.276666119016055,4.36665915754276,0.989932495087353,0.141540295217043,1,0
2021-03-25,A,125.27,141.02,8,60,0,0,Store,East,2021,3,3,84,2.0918640616783932,4.8304714078561,4.948901724290895,0.9922222094179323,0.12447926388678915,1,0
2021-03-26,A,117.69,134.9,10,60,0,0,Online,East,2021,3,4,85,2.312535423847214,4.768054048889571,4.90453376321371,0.994217906893952,0.10738134666416309,1,0
2021-03-27,A,117.3,119.73,11,60,0,1,Online,East,2021,3,5,86,2.4069451083182885,4.76473475565943,4.785239207728752,0.995918996147179,0.09025161003104117,1,0
2021-03-28,A,98.37,109.13,18,60,1,1,Store,South,2021,3,6,87,2.89591193827178,4.588735879524666,4.692539832124998,0.9973249731081555,0.07309512989807777,1,0
2021-03-29,A,102.5,109.45,13,60,0,0,Online,North,2021,3,0,88,2.5726122302071057,4.629862798578463,4.695467823968872,0.9984354211555643,0.055916990100603484,1,0
2021-03-30,A,83.99,95.43,14,60,0,0,Online,North,2021,3,1,89,2.6461747973841225,4.430697744137536,4.558392994429163,0.9992500112396835,0.03872228089217446,1,0
2021-03-31,A,72.0,79.16,16,60,0,0,Store,West,2021,3,2,90,2.7788192719904172,4.276666119016055,4.371471120734365,0.9997685019798909,0.021516097436222254,1,0
2021-04-01,A,115.4,112.06,10,60,0,0,Online,East,2021,4,3,91,2.312535423847214,4.748404354073999,4.719034442137138,0.9999907397361901,0.004303538296244289,1,0
2021-04-02,A,108.91,118.87,16,60,1,0,Store,South,2021,4,4,92,2.7788192719904172,4.690521853087595,4.778030458992533,0.9999166586547379,-0.01291029607500882,1,0
2021-04-03,A,115.88,112.13,10,60,0,1,Store,West,2021,4,5,93,2.312535423847214,4.7525551729011495,4.71965891247279,0.9995462806873573,-0.030120304846908114,1,0
2021-04-04,A,72.0,80.87,23,60,0,1,Online,North,2021,4,6,94,3.139832617527748,4.276666119016055,4.392842927107731,0.9988797155850336,-0.04732138832243185,1,0
2021-04-05,A,99.78,92.54,12,60,0,0,Store,North,2021,4,0,95,2.4932054526026954,4.6029677624328915,4.527640983478854,0.9979171608653922,-0.06450844944931623,1,0
2021-04-06,A,82.78,84.76,13,60,0,0,Online,East,2021,4,1,96,2.5726122302071057,4.416186486320586,4.4398237334000985,0.9966589017541702,-0.08167639533042241,1,0
2021-04-07,A,105.5,95.43,10,60,0,0,Store,East,2021,4,2,97,2.312535423847214,4.658710952916121,4.558392994429163,0.9951053111006976,-0.09882013873287143,1,0
2021-04-08,A,107.02,110.29,11,60,0,0,Store,South,2021,4,3,98,2.4069451083182885,4.673015732883159,4.703113260318055,0.9932568492674143,-0.11593459959550041,1,0
2021-04-09,A,87.77,76.94,12,60,0,0,Online,South,2021,4,4,99,2.4932054526026954,4.474719756604026,4.343025897324149,0.9911140639934547,-0.1330147065341959,1,0
2021-04-10,A,81.72,71.73,14,60,0,1,Store,West,2021,4,5,100,2.6461747973841225,4.403298769949421,4.272909070138343,0.9886775902323405,-0.1500553983446526,1,0
2021-04-11,A,98.32,107.35,14,60,0,1,Online,East,2021,4,6,101,2.6461747973841225,4.58822746525778,4.67609452432479,0.9859481499638304,-0.16705162550211924,1,0
2021-04-12,A,112.0,103.13,10,60,0,0,Online,South,2021,4,0,102,2.312535423847214,4.718498871295094,4.635990328327978,0.9829265519799822,-0.18399835165768005,1,0
2021-04-13,A,112.77,126.14,10,60,0,0,Online,North,2021,4,1,103,2.312535423847214,4.725350346244197,4.837392401235505,0.9796136916454901,-0.20089055513063506,1,0
2021-04-14,A,94.63,91.71,13,60,0,0,Store,West,2021,4,2,104,2.5726122302071057,4.549974550520141,4.518631424570852,0.9760105506323683,-0.21772323039653177,1,0
2021-04-15,A,90.3,80.0,14,60,1,0,Online,West,2021,4,3,105,2.6461747973841225,4.5031374604229395,4.382026634673881,0.9721181966290613,-0.23449138957040985,1,0
2021-04-16,A,120.15,119.41,9,60,0,0,Store,East,2021,4,4,106,2.2082744135228043,4.788740962182478,4.7825629495452935,0.9679377830240642,-0.25119006388481935,1,0
2021-04-17,A,93.39,82.96,16,60,0,1,Online,South,2021,4,5,107,2.7788192719904172,4.536784273121627,4.418358563921272,0.9634705485641488,-0.2678143051621742,1,0
2021-04-18,A,78.77,78.73,18,60,0,1,Store,North,2021,4,6,108,2.89591193827178,4.3665322137152325,4.3660242771963755,0.9587178169872964,-0.2843591872810034,1,0
2021-04-19,A,90.24,81.76,12,60,0,0,Online,East,2021,4,0,109,2.4932054526026954,4.502472787749749,4.403788126455394,0.9536809966304457,-0.30081980763566735,1,0
2021-04-20,A,111.96,95.35,13,60,1,0,Online,South,2021,4,1,110,2.5726122302071057,4.718141664647253,4.557554332046428,0.9483615800121715,-0.3171912885891061,1,0
2021-04-21,A,107.92,109.76,11,60,0,0,Online,West,2021,4,2,111,2.4069451083182885,4.6813902118995,4.6982961639775755,0.9427611433904207,-0.3334687789181868,1,0
2021-04-22,A,86.35,92.47,14,60,0,0,Store,South,2021,4,3,112,2.6461747973841225,4.458408804592688,4.526884267589547,0.9368813462954315,-0.3496474552512284,1,0
2021-04-23,A,109.58,98.22,9,60,0,0,Online,North,2021,4,4,113,2.2082744135228043,4.696654876110269,4.5872098606110985,0.9307239310379795,-0.36572252349726897,1,0
2021-04-24,A,88.78,90.07,12,60,0,1,Online,West,2021,4,5,114,2.4932054526026954,4.486161399405889,4.5005871457956514,0.9242907221930934,-0.3816892202666588,1,0
2021-04-25,A,90.97,95.92,16,60,0,1,Online,West,2021,4,6,115,2.7788192719904172,4.510529781833971,4.5635145107192585,0.9175836260593937,-0.39754281428255595,1,0
2021-04-26,A,119.33,105.25,12,60,1,0,Store,South,2021,4,0,116,2.4932054526026954,4.781892764381564,4.656338472562491,0.9106046300942163,-0.4132786077829042,1,0
2021-04-27,A,105.57,119.45,11,60,0,0,Online,West,2021,4,1,117,2.4069451083182885,4.659374240001603,4.782897873771819,0.9033558023246845,-0.4288919379124835,1,0
2021-04-28,A,108.69,116.86,11,60,0,0,Store,North,2021,4,2,118,2.4069451083182885,4.688499793575096,4.760976637126291,0.895839290734909,-0.4443781781046132,1,0
2021-04-29,A,108.15,108.9,12,60,0,0,Store,North,2021,4,3,119,2.4932054526026954,4.683519152399068,4.690430029938915,0.8880573226294932,-0.45973273945210397,1,0
2021-04-30,A,92.49,98.42,18,60,1,0,Store,North,2021,4,4,120,2.89591193827178,4.527100530566169,4.589244035437832,0.8800122039735357,-0.47495107206704995,1,0
2021-05-01,A,100.28,92.22,18,60,1,1,Online,South,2021,5,5,121,2.89591193827178,4.607966273290093,4.52417702677856,0.8717063187093218,-0.49002866642905923,1,0
2021-05-02,A,72.0,68.39,19,60,0,1,Store,West,2021,5,6,122,2.9496883350525844,4.276666119016055,4.225226615110005,0.8631421280499114,-0.5049610547215204,1,0
2021-05-03,A,107.64,108.72,15,60,1,0,Store,South,2021,5,0,123,2.714694743820879,4.678792325858705,4.688775769842889,0.854322169749827,-0.5197438121555155,1,0
2021-05-04,A,112.42,121.82,11,60,0,0,Online,South,2021,5,1,124,2.4069451083182885,4.722241857573929,4.802544545408338,0.8452490573530633,-0.5343725582809787,1,0
2021-05-05,A,107.18,102.11,13,60,1,0,Online,West,2021,5,2,125,2.5726122302071057,4.674509664066704,4.6260506635674465,0.835925479418637,-0.548842958284719,1,0
2021-05-06,A,133.86,133.95,8,60,0,0,Online,West,2021,5,3,126,2.0918640616783932,4.896794477672496,4.897466595990617,0.8263541987239096,-0.5631507242749186,1,0
2021-05-07,A,114.46,119.3,11,60,0,0,Online,East,2021,5,4,127,2.4069451083182885,4.740225416980956,4.78164132910387,0.8165380514459161,-0.5772916165517272,1,0
2021-05-08,A,117.73,133.94,12,60,0,1,Online,East,2021,5,5,128,2.4932054526026954,4.768393867090105,4.8973919384819045,0.8064799463209448,-0.5912614448635781,1,0
2021-05-09,A,109.82,98.4,11,60,0,1,Online,North,2021,5,6,129,2.4069451083182885,4.698842661850726,4.589040804058207,0.7961828637826158,-0.6050560696488488,1,0
2021-05-10,A,113.02,116.17,9,60,0,0,Store,North,2021,5,0,130,2.2082744135228043,4.727564794201697,4.755054635525384,0.7856498550787145,-0.6186714032625031,1,0
2021-05-11,A,103.25,92.49,11,60,0,0,Store,South,2021,5,1,131,2.4069451083182885,4.637153231841142,4.527100530566169,0.7748840413670407,-0.6321034111873487,1,0
2021-05-12,A,95.06,85.52,10,60,0,0,Store,North,2021,5,2,132,2.312535423847214,4.554508271185863,4.4487502667167895,0.7638886127905428,-0.6453481132295501,1,0
2021-05-13,A,100.84,103.6,12,60,0,0,Online,North,2021,5,3,133,2.4932054526026954,4.6135351023197195,4.640537329825382,0.7526668275320084,-0.6584015846980488,1,0
2021-05-14,A,109.24,112.64,9,60,0,0,Online,South,2021,5,4,134,2.2082744135228043,4.693547296605504,4.724196892409732,0.741222010848596,-0.6712599575675313,1,0
2021-05-15,A,96.55,92.12,13,60,0,1,Online,East,2021,5,5,135,2.5726122302071057,4.570061008874523,4.523092074952484,0.7295575540864875,-0.6839194216246106,1,0
2021-05-16,A,107.08,96.33,9,60,0,1,Online,North,2021,5,6,136,2.2082744135228043,4.673576218652152,4.567779796769532,0.717676913675962,-0.6963762255968722,1,0
2021-05-17,A,127.73,109.08,9,60,0,0,Online,West,2021,5,0,137,2.2082744135228043,4.849918661054685,4.692081557977388,0.705583610107178,-0.7086266782644596,1,0
2021-05-18,A,134.15,148.66,7,60,0,0,Online,East,2021,5,1,138,1.9600947840472698,4.8989585768716335,5.001661819297148,0.6932812268869777,-0.7206671495538609,1,0
2021-05-19,A,89.84,96.57,12,60,0,0,Store,West,2021,5,2,139,2.4932054526026954,4.498030310430188,4.570268133978827,0.6807734094770161,-0.7324940716135789,1,0
2021-05-20,A,133.85,128.94,9,60,1,0,Online,North,2021,5,3,140,2.2082744135228043,4.896719769966362,4.859347179882474,0.6680638642135335,-0.7441039398713607,1,0
2021-05-21,A,96.18,96.88,12,60,0,0,Online,South,2021,5,4,141,2.4932054526026954,4.566221435849517,4.573473099244837,0.6551563572090853,-0.7554933140726803,1,0
2021-05-22,A,94.65,89.95,12,60,0,1,Store,South,2021,5,5,142,2.4932054526026954,4.550185877655332,4.499253960396542,0.6420547132365637,-0.766658819300159,1,0
2021-05-23,A,112.5,109.42,9,60,0,1,Online,South,2021,5,6,143,2.2082744135228043,4.722953221644475,4.69519368863568,0.6287628145958344,-0.777597146973627,1,0
2021-05-24,A,96.15,97.64,12,60,0,0,Online,East,2021,5,0,144,2.4932054526026954,4.565909472034789,4.581287245524759,0.6152845999633276,-0.7883050558305255,1,0
2021-05-25,A,92.13,96.35,12,60,0,0,Online,West,2021,5,1,145,2.4932054526026954,4.52320062312084,4.567987394860375,0.6016240632249226,-0.7987793728863649,1,0
2021-05-26,A,100.2,109.42,13,60,1,0,Store,South,2021,5,2,146,2.5726122302071057,4.607168188650764,4.69519368863568,0.5877852522924732,-0.8090169943749473,1,0
2021-05-27,A,90.14,100.86,10,60,0,0,Online,East,2021,5,3,147,2.312535423847214,4.501364017262502,4.6137334166485795,0.5737722679043246,-0.8190148866680801,1,0
2021-05-28,A,104.95,111.38,13,60,1,0,Store,East,2021,5,4,148,2.5726122302071057,4.653484046266642,4.7129477781615225,0.5595892624101765,-0.8287700871745037,1,0
2021-05-29,A,89.43,91.86,11,60,0,1,Store,South,2021,5,5,149,2.4069451083182885,4.49345619635809,4.520265678897648,0.545240438540651,-0.8382797052177743,1,0
2021-05-30,A,90.59,100.4,14,60,0,1,Store,West,2021,5,6,150,2.6461747973841225,4.506343831681196,4.609162207257629,0.5307300481619334,-0.8475409228928311,1,0
2021-05-31,A,114.58,124.88,9,60,0,0,Online,South,2021,5,0,151,2.2082744135228043,4.741273268980431,4.827353276207177,0.5160623910158528,-0.8565509959010036,1,0
2021-06-01,A,113.05,109.74,10,60,0,0,Store,South,2021,6,1,152,2.312535423847214,4.727830198723979,4.69811393163083,0.5012418134457758,-0.865307254363206,1,0
2021-06-02,A,100.28,90.4,10,60,0,0,Online,South,2021,6,2,153,2.312535423847214,4.607966273290093,4.504244267398131,0.48627270710869,-0.8738071036110808,1,0
2021-06-03,A,120.2,120.13,8,60,0,0,Online,South,2021,6,3,154,2.0918640616783932,4.789157022101107,4.788574489733284,0.4711595076738638,-0.8820480249558537,1,0
2021-06-04,A,92.96,79.33,10,60,0,0,Store,South,2021,6,4,155,2.312535423847214,4.532169293103601,4.373616367313912,0.4559066935084588,-0.8900275764346767,1,0
2021-06-05,A,86.4,89.85,14,60,0,1,Online,North,2021,6,5,156,2.6461747973841225,4.45898767581001,4.498141613229568,0.440518784350495,-0.8977433935342337,1,0
2021-06-06,A,72.39,72.8,13,60,0,1,Online,East,2021,6,6,157,2.5726122302071057,4.28206816830505,4.28771595520264,0.42500033996955416,-0.9051931898913974,1,0
2021-06-07,A,96.62,108.67,11,60,0,0,Store,South,2021,6,0,158,2.4069451083182885,4.57078575912626,4.68831576707476,0.4093559588156213,-0.9123747579707273,1,0
2021-06-08,A,131.22,148.42,7,60,0,0,Online,West,2021,6,1,159,1.9600947840472698,4.876875303916732,5.000046092541988,0.39359027665646673,-0.9192859697186104,1,0
